,사업장명,인허가일자,인허가취소일자,폐업일자,상세영업상태코드,상세영업상태명,도로명주소,지번주소
4523,앤드핏 청담,2006-03-13,,,13,영업중,서울특별시 강남구 선릉로 718 (청담동),서울특별시 강남구 청담동 40-3번지 
4524,오브 휘트니스,2016-05-17,,,13,영업중,서울특별시 강남구 봉은사로 214 B2층 (역삼동 한솔빌딩),서울특별시 강남구 역삼동 651-3 B2층 
4525,드림스타 휘트니스(323),2013-01-23,,,13,영업중,서울특별시 강남구 학동로 201 (논현동),서울특별시 강남구 논현동 87-8번지 구연빌딩 5층 
4526,F&G 피트니스&골프 재활센터,2016-10-07,,,13,영업중,서울특별시 강남구 테헤란로25길 7 (역삼동 창성재단빌딩),서울특별시 강남구 역삼동 646-14 
4527,Felix Gym,2014-07-03,,,13,영업중,서울특별시 강남구 봉은사로57길 42 (삼성동),서울특별시 강남구 삼성동 32-16 지하2층 
4528,원바디 퍼스널 트레이닝 스튜디오(378),2014-07-10,,,13,영업중,서울특별시 강남구 삼성로147길 24 (청담동),서울특별시 강남구 청담동 11-31번지 지하1층 
4529,모스트피티랩(379),2014-07-14,,,13,영업중,서울특별시 강남구 삼성로145길 11 2층 (청담동),서울특별시 강남구 청담동 11-17 
4530,매드짐(MAD GYM),2014-11-19,,,13,영업중,서울특별시 강남구 압구정로79길 60 3층 (청담동 제일빌딩),서울특별시 강남구 청담동 125-7번지 
4531,머슬마인드 강남구청점,2017-12-29,,,13,영업중,서울특별시 강남구 선릉로 703 HS TOWER 지하1층 (논현동),서울특별시 강남구 논현동 119-2번지 HS TOWER 
4532,1984PTstudio(461),2016-07-20,,,13,영업중,서울특별시 강남구 테헤란로87길 45 3층 (삼성동 보현빌딩),서울특별시 강남구 삼성동 153-44번지 3층 
4533,서프라이즈짐,2014-12-03,,,13,영업중,서울특별시 강남구 남부순환로365길 39 2층 (도곡동),서울특별시 강남구 도곡동 902-124번지 2층 
4534,휘트니스 클리닉[399],2015-01-07,,,13,영업중,서울특별시 강남구 테헤란로 501 브이플렉스 지하층 (삼성동),서울특별시 강남구 삼성동 157-27 브이플렉스 
4535,휴메이크 휘트니스,2018-03-12,,,13,영업중,서울특별시 강남구 선릉로 340 대치 EM 프라자 지하1층층 (대치동),서울특별시 강남구 대치동 908-20번지 대치 EM 프라자 
4536,펫버닝(201호202호),2018-03-29,,,13,영업중,서울특별시 강남구 테헤란로64길 14 더 나인 오피스텔 2층 201202호 (대치동),서울특별시 강남구 대치동 889-56번지 더 나인 오피스텔 201호
4537,알파짐[Alpha Gym](456),2016-07-26,,,13,영업중,서울특별시 강남구 강남대로66길 8 B1층 (역삼동 카이로스빌딩),서울특별시 강남구 역삼동 837-2번지 B1층 
4538,하와이짐(462),2016-07-27,,,13,영업중,서울특별시 강남구 언주로122길 35 지하12층 (논현동),서울특별시 강남구 논현동 257-17번지 지하12층 
4539,(주)제이브로짐,2016-08-02,,,13,영업중,서울특별시 강남구 선릉로148길 40 B1층 (청담동),서울특별시 강남구 청담동 20-13번지 B1층 
4540,No.1 GYM(402),2015-03-18,,,13,영업중,서울특별시 강남구 언주로172길 59 3층 (신사동),서울특별시 강남구 신사동 662-11번지 3층 
4541,바디트레인,2018-04-25,,,13,영업중,서울특별시 강남구 논현로87길 41 신일유토빌 2층 201호 (역삼동),서울특별시 강남구 역삼동 735-11번지 신일유토빌 
4542,근핏,2022-10-04,,,13,영업중,서울특별시 동작구 신대방1가길 38 105동 125호 (신대방동 동작상떼빌아파트),서울특별시 동작구 신대방동 719 동작상떼빌아파트
4543,프라이멀짐(404),2015-04-01,,,13,영업중,서울특별시 강남구 도산대로81길 41 지하1층 (청담동),서울특별시 강남구 청담동 100-14번지 지하1층 
4544,바디스 20 EMS(406),2015-04-07,,,13,영업중,서울특별시 강남구 도산대로 226 3층 (논현동),서울특별시 강남구 논현동 61-6번지 3층 
4545,나누리운동센터(176),2007-03-05,,,13,영업중,서울특별시 강남구 언주로 731  (논현동지상 3층),서울특별시 강남구 논현동 63-8번지 지상 3층 
4546,겟업(GET UP),2015-05-04,,,13,영업중,서울특별시 강남구 선릉로157길 15 지하1층 (신사동),서울특별시 강남구 신사동 657-29번지 지하1층 
4547,모즈메디짐(409),2015-05-11,,,13,영업중,서울특별시 강남구 압구정로80길 35 5층 (청담동),서울특별시 강남구 청담동 92-22번지 5층 
4548,대치동점 스포애니 주)케이디스포츠,2015-06-25,,,13,영업중,서울특별시 강남구 도곡로 510 지하1층 (대치동),서울특별시 강남구 대치동 989-2 지하1층 
4549,엑티브짐(416),2015-07-09,,,13,영업중,서울특별시 강남구 역삼로 555 B102호 (대치동),서울특별시 강남구 대치동 952-2번지 B102호 
4550,유나이티드스포츠센터(178),2007-06-05,,,13,영업중,서울특별시 강남구 남부순환로 2609  (도곡동12층),서울특별시 강남구 도곡동 957-14번지 12층 
4551,아트짐토탈휘트니스(179),2007-06-07,,,13,영업중,서울특별시 강남구 논현로 626 (논현동M빌딩 B2),서울특별시 강남구 논현동 221-5번지 M빌딩 B2 
4552,유휘트니스(123),2003-02-28,,,13,영업중,서울특별시 강남구 압구정로 113  (압구정동),서울특별시 강남구 압구정동 408번지 
4553,휴메이크 휘트니스(420),2015-10-14,,,13,영업중,서울특별시 강남구 봉은사로 327 지하1층 (논현동 궁도빌딩),서울특별시 강남구 논현동 278-19번지 지하1층 
4554,유니핏 선릉점,2015-12-10,,,13,영업중,서울특별시 강남구 역삼로 414 지하1층 (대치동),서울특별시 강남구 대치동 908-7번지 지하1층 
4555,(주)올어바웃바디,2015-12-15,,,13,영업중,서울특별시 강남구 봉은사로29길 11 23층 (논현동),서울특별시 강남구 논현동 234-4번지 23층 
4556,헬스보이짐 강남역점,2009-08-24,,,13,영업중,서울특별시 강남구 테헤란로2길 27 지하12층 (역삼동),서울특별시 강남구 역삼동 826-26 지하12층 
4557,강남역1호점 스포애니 주)케이디스포츠,2007-01-16,,,13,영업중,서울특별시 강남구 강남대로78길 8 (역삼동한국빌딩 지하2층),서울특별시 강남구 역삼동 831-3 한국빌딩 지하2층 
4558,파프짐 도곡점,2012-12-05,,,13,영업중,서울특별시 강남구 언주로30길 27 (도곡동),서울특별시 강남구 도곡동 467-10 우성리빙텔 B101호
4559,하프 앤 더블(319),2012-12-17,,,13,영업중,서울특별시 강남구 삼성로103길 6 (삼성동),서울특별시 강남구 삼성동 120-17번지 지하1층 
4560,건강한너,2017-07-05,,,13,영업중,서울특별시 강남구 봉은사로29길 8 유정빌딩 5층 (논현동),서울특별시 강남구 논현동 233-25 유정빌딩
4561,투엑스휘트니스컨설팅(주),2013-01-09,,,13,영업중,서울특별시 강남구 언주로 101  (개포동2층),서울특별시 강남구 개포동 655-3번지 2층 
4562,팔로우짐,2014-03-11,,,13,영업중,서울특별시 강남구 헌릉로 569 (세곡동),서울특별시 강남구 세곡동 281-4 강남리더스프라자 501502503호 
4563,루카(LK)스포츠,2016-07-13,,,13,영업중,서울특별시 강남구 선릉로131길 8 5층 502호 (논현동 노벨빌딩),서울특별시 강남구 논현동 111-13번지 
4564,이엠핏&필라테스,2017-06-16,,,13,영업중,서울특별시 강남구 선릉로 340 9층 (대치동 대치 EM 프라자),서울특별시 강남구 대치동 908-20번지 대치 EM 프라자 
4565,슈퍼코어,2016-07-13,,,13,영업중,서울특별시 강남구 역삼로77길 23 성도빌딩 2층 (대치동),서울특별시 강남구 대치동 901-67 성도빌딩 
4566,에스화인센터(194),2008-10-15,,,13,영업중,서울특별시 강남구 도곡로 216  (도곡동2층),서울특별시 강남구 도곡동 542번지 2층 
4567,프라이어강남점(195),2008-10-31,,,13,영업중,서울특별시 강남구 도곡로3길 13  (역삼동역삼르메이에르타운 지층),서울특별시 강남구 역삼동 837-19번지 역삼르메이에르타운 지층 
4568,힐리언스코어운동센타(삼성점)(196),2008-11-17,,,13,영업중,서울특별시 강남구 봉은사로 640  (삼성동에스빌딩 2층),서울특별시 강남구 삼성동 163번지 에스빌딩 2층 
4569,휘트니스2.0(197),2008-12-17,,,13,영업중,서울특별시 강남구 역삼로14길 19  (역삼동지층),서울특별시 강남구 역삼동 792-72번지 지층 
4570,THE GYM,2013-07-03,,,13,영업중,서울특별시 강남구 도곡로 413 (대치동),서울특별시 강남구 대치동 938-16번지 B101호
4571,킹핏(334),2013-07-29,,,13,영업중,서울특별시 강남구 선릉로 833 태영빌딩 4층 (신사동),서울특별시 강남구 신사동 664-10번지 태영빌딩 
4572,더핏(335),2013-08-01,,,13,영업중,서울특별시 강남구 언주로30길 13 (도곡동 대림아크로텔 2층),서울특별시 강남구 도곡동 467-6번지 대림아크로텔 2층 
4573,TDI-SSC스포츠클리닉(184),2007-10-26,,,13,영업중,서울특별시 강남구 도곡로 216  (도곡동2층),서울특별시 강남구 도곡동 542번지 2층 
4574,헬스파르타클럽(369),2014-04-28,,,13,영업중,서울특별시 강남구 삼성로63길 17 (대치동),서울특별시 강남구 대치동 932-9번지 지하1층 101호
4575,바운드 짐 화곡역점,2022-10-04,,,13,영업중,서울특별시 강서구 강서로 173 터보빌딩 6층 (화곡동),서울특별시 강서구 화곡동 1065-22 터보빌딩
4576,휴메이크 휘트니스,2014-04-30,,,13,영업중,서울특별시 강남구 강남대로 546 (논현동),서울특별시 강남구 논현동 120-4번지 삼양빌딩 지하2층 
4577,바디스페이스(371),2014-05-01,,,13,영업중,서울특별시 강남구 학동로6길 19 논현1호주차장 (논현동),서울특별시 강남구 논현동 123-11번지 논현1호주차장 
4578,휴메이크 휘트니스,2014-06-02,,,13,영업중,서울특별시 강남구 도곡로 182 (도곡동),서울특별시 강남구 도곡동 545-14번지 양재벤처타워 지하2층 
4579,알엑스메소드(375),2014-06-13,,,13,영업중,서울특별시 강남구 도산대로 165 지하1층 (논현동 신사힐빌딩),
4580,본 스토리,2017-07-11,,,13,영업중,서울특별시 강남구 압구정로46길 5-2 원일 3층 (신사동),서울특별시 강남구 신사동 660-18 원일 
4581,삼성피트니스(217),2010-02-24,,,13,영업중,서울특별시 강남구 봉은사로 474 지하1층 (삼성동),서울특별시 강남구 삼성동 117번지 지하1층 
4582,W 헬스(218),2010-03-12,,,13,영업중,서울특별시 강남구 압구정로30길 23  (신사동지하3층),서울특별시 강남구 신사동 609-1번지 지하3층 
4583,바디스페이스(219),2010-03-16,,,13,영업중,서울특별시 강남구 테헤란로 311 (역삼동),서울특별시 강남구 역삼동 702-10번지 지하101호 
4584,크로스핏 강남 논현(222),2010-04-30,,,13,영업중,서울특별시 강남구 강남대로 578 (논현동성현빌딩 지하1층),서울특별시 강남구 논현동 19-2번지 성현빌딩 지하1층 
4585,스타휘트니스(220),2010-05-07,,,13,영업중,서울특별시 강남구 테헤란로26길 12  (역삼동지하2층),서울특별시 강남구 역삼동 736-56번지 지하2층 
4586,싸다휘트니스,2010-05-07,,,13,영업중,서울특별시 강남구 테헤란로 121 원빌딩 지하2층 (역삼동),서울특별시 강남구 역삼동 648-26 원빌딩 
4587,마크짐(압구정역점),2010-06-22,,,13,영업중,서울특별시 강남구 논현로 841 (신사동미소빌딩 지하2층),서울특별시 강남구 신사동 583-3번지 미소빌딩 지하2층 
4588,피티 아지트(PT AZIT),2010-08-02,,,13,영업중,서울특별시 강남구 논현로94길 11 4층 (역삼동),서울특별시 강남구 역삼동 669-16 
4589,U.N.D 퍼스널트레이닝,2010-08-09,,,13,영업중,서울특별시 강남구 도산대로 447 (청담동(2층)),서울특별시 강남구 청담동 97-4번지 (2층) 
4590,더바른케어(367),2014-04-10,,,13,영업중,서울특별시 강남구 선릉로 719 지하2층 (논현동),서울특별시 강남구 논현동 111-20번지 
4591,diamond fit,2017-07-14,,,13,영업중,서울특별시 강남구 선릉로76길 36 2층 (대치동 명신빌딩),서울특별시 강남구 대치동 900-41번지 
4592,(주)마이다스(362),2014-03-18,,,13,영업중,서울특별시 강남구 봉은사로 471 (삼성동),서울특별시 강남구 삼성동 50-2번지 힐스테이트2단지 상가동 501 502호 
4593,파프짐(365),2014-04-01,,,13,영업중,서울특별시 강남구 남부순환로 2927 B101B102호 (대치동 대치클래시아),서울특별시 강남구 대치동 622번지 B101B102호 
4594,엠브이엠,2017-07-17,,,13,영업중,서울특별시 강남구 삼성로96길 6 지하1층 (삼성동 LG트윈텔1),서울특별시 강남구 삼성동 157-8번지 
4595,에듀게이트,2017-07-22,,,13,영업중,서울특별시 강남구 삼성로51길 11 지하1층 (대치동 강남대학교카이로스빌딩),서울특별시 강남구 대치동 611번지 
4596,김성훈 골프아카데미,2017-07-27,,,13,영업중,서울특별시 강남구 도산대로85길 39 지하1층 (청담동),서울특별시 강남구 청담동 112-28번지 
4597,MADFIT.PRO(366),2014-04-09,,,13,영업중,서울특별시 강남구 논현로 523 (역삼동),서울특별시 강남구 역삼동 641-3번지 노바빌딩 지하2층 
4598,바디셀프,2017-08-01,,,13,영업중,서울특별시 강남구 삼성로 612 지하1층 (삼성동),서울특별시 강남구 삼성동 70-7 
4599,반듯핏,2017-08-07,,,13,영업중,서울특별시 강남구 선릉로145길 5-12 2층 (논현동 상조빌딩),서울특별시 강남구 논현동 101-8번지 
4600,엠퍼스널 트레이닝,2017-08-24,,,13,영업중,서울특별시 강남구 논현로85길 59 6층 (역삼동),서울특별시 강남구 역삼동 828-22번지 
4601,Golden time studio,2017-08-24,,,13,영업중,서울특별시 강남구 압구정로8길 10 지하1층 (신사동 BOGO빌딩),서울특별시 강남구 신사동 525-20번지 
4602,GYM609,2017-05-09,,,13,영업중,서울특별시 강남구 논현로105길 13 (역삼동 DY빌딩 지하2층),서울특별시 강남구 역삼동 609-1번지 DY빌딩 지하2층 
4603,다이나믹,2017-05-16,,,13,영업중,서울특별시 강남구 강남대로146길 23 3층 (논현동),서울특별시 강남구 논현동 16-46번지 
4604,골드짐24시(71),2000-08-17,,,13,영업중,서울특별시 강남구 테헤란로43길 17 4층 (역삼동),서울특별시 강남구 역삼동 700-33번지 4층 
4605,젠틀짐(GENTLE GYM),2018-12-20,,,13,영업중,서울특별시 강남구 압구정로10길 13 B2층 (신사동),서울특별시 강남구 신사동 532-4번지 
4606,Awaken Strength,2018-12-20,,,13,영업중,서울특별시 강남구 학동로6길 51 지층 (논현동),서울특별시 강남구 논현동 158-34 
4607,에스핏 퍼스널 트레이닝,2018-11-28,,,13,영업중,서울특별시 강남구 도산대로89길 25 청맥빌딩 지하1층 (청담동),서울특별시 강남구 청담동 123-17번지 청맥빌딩 
4608,주식회사 기븐,2018-11-13,,,13,영업중,서울특별시 강남구 선릉로152길 34 지하1층 (청담동),서울특별시 강남구 청담동 91-5번지 
4609,미도핏,2018-12-07,,,13,영업중,서울특별시 강남구 삼성로 150 319호 (대치동 한보미도맨션),서울특별시 강남구 대치동 511번지 한보미도맨션 
4610,Success Gym,2018-12-12,,,13,영업중,서울특별시 강남구 선릉로 323 6층 (역삼동),서울특별시 강남구 역삼동 756-14번지 
4611,로그짐 PT 선릉점,2018-12-31,,,13,영업중,서울특별시 강남구 선릉로86길 31 롯데골드로즈2 2층 214호 (대치동),서울특별시 강남구 대치동 890-59 롯데골드로즈2 
4612,CD BOXING FIT,2018-12-31,,,13,영업중,서울특별시 강남구 도곡로 191 상운빌딩 3층 (역삼동),서울특별시 강남구 역삼동 798-18번지 상운빌딩 
4613,(주)일원투엑스휘트니스,2018-11-21,,,13,영업중,서울특별시 강남구 일원로 115 삼성생명 일원동 빌딩 B202호 (일원동),서울특별시 강남구 일원동 717번지 삼성생명 일원동 빌딩 
4614,해피플러스 PT센터,2022-09-15,,,13,영업중,서울특별시 동작구 국사봉길 26 2층 (신대방동),서울특별시 동작구 신대방동 338-19
4615,정원 짐 앤 스튜디오(JW Gym & Studio),2020-11-30,,,13,영업중,서울특별시 강남구 도산대로75길 26 가당빌딩 (청담동),서울특별시 강남구 청담동 99-3 가당빌딩 
4616,컴앤씨,2020-12-04,,,13,영업중,서울특별시 강남구 압구정로32길 11 캐럴라인타워 (신사동),서울특별시 강남구 신사동 613-5 캐럴라인타워 
4617,원픽,2020-12-17,,,13,영업중,서울특별시 강남구 선릉로90길 64 201호 (대치동),서울특별시 강남구 대치동 891-37 
4618,S&R맞춤운동센터,2021-01-21,,,13,영업중,서울특별시 강남구 도산대로78길 23-1 4층 (청담동),서울특별시 강남구 청담동 11-14 
4619,애니타임피트니스 역삼점,2020-11-20,,,13,영업중,서울특별시 강남구 논현로 406 다영빌딩 1~2층 (역삼동),서울특별시 강남구 역삼동 734-3 다영빌딩 
4620,프라이빗 짐,2021-01-15,,,13,영업중,서울특별시 강남구 밤고개로 231 훼미리타운 에이동 208호 (자곡동),서울특별시 강남구 자곡동 56-115 훼미리타운 
4621,(주)이바디웍스(136),2003-09-19,,2020-03-31,35,직권말소,서울특별시 강남구 강남대로 262 (도곡동텔슨벤쳐타워 지하3층),서울특별시 강남구 도곡동 949-3번지 텔슨벤쳐타워 지하3층 
4622,제스트,2019-02-07,,2020-03-18,3,폐업,서울특별시 송파구 백제고분로37길 4 2층 (석촌동),서울특별시 송파구 석촌동 173번지 
4623,아이짐,2002-09-11,,2010-04-14,3,폐업,서울특별시 송파구 석촌호수로 88  (잠실동),서울특별시 송파구 잠실동 209-5번지 
4624,조이헬스,2002-09-13,,2004-05-14,3,폐업,서울특별시 송파구 백제고분로48길 44  (방이동),서울특별시 송파구 방이동 124-19번지 
4625,송파여성문화회관헬스클럽,2002-10-02,,2006-06-30,3,폐업,서울특별시 송파구 백제고분로42길 5  (송파동),서울특별시 송파구 송파동 113-2번지 
4626,Able PT BOX,2014-09-19,,2016-05-24,3,폐업,서울특별시 송파구 오금로31가길 15 2층 (방이동),서울특별시 송파구 방이동 218-26번지 2층 
4627,올림픽파크텔 체력단련장,2004-08-13,,2020-10-12,3,폐업,서울특별시 송파구 올림픽로 448 (방이동),서울특별시 송파구 방이동 88-8 
4628,삼성헬스,2004-12-04,,2011-06-08,3,폐업,서울특별시 송파구 오금로46길 68  (가락동1112호),서울특별시 송파구 가락동 196-11번지 1112호 
4629,헤렌 휘트니스 파크,2001-09-11,,2010-04-13,3,폐업,서울특별시 송파구 백제고분로9길 10  (잠실동(지1층)),서울특별시 송파구 잠실동 198-0번지 (지1층) 
4630,헬스라이프,2001-10-05,,2005-10-24,3,폐업,서울특별시 송파구 마천로41길 27  (마천동),서울특별시 송파구 마천동 135-14번지 
4631,바디하우스,2002-02-22,,2004-12-14,3,폐업,서울특별시 송파구 오금로32길 30  (송파동),서울특별시 송파구 송파동 163-19번지 
4632,고마운 밸런스 운동센터,2013-07-22,,2021-05-27,3,폐업,서울특별시 송파구 가락로 209 (송파동),서울특별시 송파구 송파동 143-2 4층 
4633,파워헬스,2000-02-17,,2004-12-31,3,폐업,서울특별시 송파구 거마로 99  (마천동),서울특별시 송파구 마천동 5-16번지 
4634,삼손헬스클럽,2002-03-14,,2017-04-21,3,폐업,서울특별시 송파구 백제고분로 262 (삼전동),서울특별시 송파구 삼전동 180-0번지 
4635,한라헬스클럽,1989-12-22,,1998-02-25,3,폐업,서울특별시 송파구 마천로41길 15  (마천동),서울특별시 송파구 마천동 129-1번지 
4636,호수,1990-01-05,,2001-06-28,3,폐업,서울특별시 송파구 백제고분로 446  (방이동),서울특별시 송파구 방이동 110-0번지 
4637,F&B체육관,2003-04-16,,2007-04-24,3,폐업,서울특별시 송파구 성내천로 228-1  (마천동),서울특별시 송파구 마천동 162-1번지 
4638,스포라임,2003-10-15,,2005-07-30,3,폐업,서울특별시 송파구 중대로8길 8  (문정동5층),서울특별시 송파구 문정동 150-28번지 5층 
4639,몰디브휘트니스클럽,2003-10-23,,2004-08-30,3,폐업,서울특별시 송파구 양재대로62길 8  (가락동2층),서울특별시 송파구 가락동 93번지 2층 
4640,영 헬스,2001-09-14,,2008-11-18,3,폐업,서울특별시 송파구 올림픽로32길 32  (방이동(5층)),서울특별시 송파구 방이동 69-4번지 (5층) 
4641,파워헬스,2000-02-22,,2001-06-25,3,폐업,서울특별시 송파구 가락로16길 3-12  (석촌동),서울특별시 송파구 석촌동 297-2번지 
4642,경희헬스클럽,2000-03-16,,2001-12-20,3,폐업,,서울특별시 송파구 석촌동 27-5번지 
4643,킹헬스토피아,2000-05-09,,2014-10-07,3,폐업,서울특별시 송파구 백제고분로48길 31 (방이동),서울특별시 송파구 방이동 141-7번지 
4644,거마헬스,2002-04-24,,2014-11-28,3,폐업,서울특별시 송파구 거마로 65 (마천동),서울특별시 송파구 마천동 35-5번지 
4645,태원휘트니스,2002-06-04,,2003-12-31,3,폐업,서울특별시 송파구 위례성대로 134  (방이동),서울특별시 송파구 방이동 183-6번지 
4646,드림헬스크리닉,2002-06-15,,2003-09-01,3,폐업,서울특별시 송파구 토성로 21  (풍납동),서울특별시 송파구 풍납동 269-30번지 
4647,국민휘트니스(주),2003-08-18,,2021-08-23,3,폐업,서울특별시 송파구 마천로 315 (마천동 현대그린빌),서울특별시 송파구 마천동 181 아울렛코리아라이프상가 지하1층 
4648,명진헬스,2003-11-18,,2009-10-21,3,폐업,서울특별시 송파구 송이로36길 7  (문정동2층),서울특별시 송파구 문정동 111-2번지 2층 
4649,메디스스포츠센터,2003-12-05,,2004-06-30,3,폐업,,서울특별시 송파구 신천동 7번지 장미A상가 1동 3층 3호외 6개호수 
4650,더블비짐,2016-05-25,,2020-09-02,3,폐업,서울특별시 송파구 마천로8길 21 지하층 (오금동),서울특별시 송파구 오금동 40-20 지하 
4651,Able PT BOX,2016-05-25,,2017-05-04,3,폐업,서울특별시 송파구 오금로31가길 15 2층 (방이동 용인빌딩),서울특별시 송파구 방이동 218-26번지 2층 
4652,유프리아 휘트니스,2016-06-20,,2020-02-13,3,폐업,서울특별시 송파구 마천로 13 3층 (방이동),서울특별시 송파구 방이동 210번지 3층 
4653,Awesome fitness,2016-08-11,,2018-08-14,3,폐업,서울특별시 송파구 새말로5길 4-18 지하1층 (문정동),
4654,송파헬스크럽,1989-11-13,,1999-03-30,3,폐업,서울특별시 송파구 송파대로 390  (송파동),서울특별시 송파구 송파동 96-5번지 
4655,서울,1989-12-20,,2001-10-01,3,폐업,,서울특별시 송파구 방이동 120-7번지 
4656,한마음헬스,2001-09-05,,2002-09-30,3,폐업,서울특별시 송파구 위례성대로 130  (방이동(지1층)),서울특별시 송파구 방이동 183-4번지 39통1반 (지1층) 
4657,스타헬스클럽,1989-12-20,,1999-02-10,3,폐업,서울특별시 송파구 백제고분로 180  (잠실동),서울특별시 송파구 잠실동 336-0번지 
4658,월드헬스,1994-09-09,,1998-12-03,3,폐업,서울특별시 송파구 오금로 508  (거여동),서울특별시 송파구 거여동 27-4번지 
4659,도원헬스,1994-11-07,,2011-05-31,3,폐업,서울특별시 송파구 성내천로 142  (거여동),서울특별시 송파구 거여동 1-9번지 
4660,바심헬스,1990-11-13,,1999-06-02,3,폐업,서울특별시 송파구 가락로 159  (송파동),서울특별시 송파구 송파동 104-10번지 
4661,건영,1993-04-08,,2002-02-01,3,폐업,서울특별시 송파구 새말로8길 11  (문정동),서울특별시 송파구 문정동 77-7번지 
4662,한마음,1993-04-16,,2001-09-03,3,폐업,서울특별시 송파구 마천로 39  (방이동),서울특별시 송파구 방이동 207-8번지 
4663,거마,1993-04-26,,2002-04-04,3,폐업,서울특별시 송파구 거마로 65  (마천동),서울특별시 송파구 마천동 35-5번지 
4664,대성헬스,1991-02-25,,1998-03-31,3,폐업,서울특별시 송파구 백제고분로7길 39  (잠실동),서울특별시 송파구 잠실동 183-1번지 
4665,우림,1991-12-16,,1998-12-30,3,폐업,서울특별시 송파구 송이로 102  (가락동),서울특별시 송파구 가락동 72-6번지 
4666,잠실헬스,1992-03-30,,1996-07-30,3,폐업,서울특별시 송파구 백제고분로7길 34  (잠실동),서울특별시 송파구 잠실동 188번지 
4667,올림픽헬스클럽,1992-06-22,,1997-11-27,3,폐업,서울특별시 송파구 위례성대로20길 28  112호 (오금동),서울특별시 송파구 오금동 17-13번지 112호
4668,다비드코리아(다비드건강센터),2004-04-21,,2016-07-11,3,폐업,서울특별시 송파구 오금로11길 33 지하3층 (방이동),서울특별시 송파구 방이동 39-2번지 신동아타워 지하3층 
4669,MK wealth GYM,2015-01-29,,2015-12-31,3,폐업,서울특별시 송파구 석촌호수로12길 51 (잠실동),서울특별시 송파구 잠실동 221-3번지 
4670,LOFT GYM,2018-06-07,,2021-04-06,3,폐업,서울특별시 송파구 올림픽로 108 맥스빌딩 10층 (잠실동),서울특별시 송파구 잠실동 181-9 맥스빌딩 
4671,글로리아헬스,1996-08-05,,1998-02-13,3,폐업,서울특별시 송파구 오금로46길 28  (가락동),서울특별시 송파구 가락동 191-6번지 
4672,나누리헬스피아,1996-11-01,,2006-06-02,3,폐업,서울특별시 송파구 올림픽로32길 57  (방이동),서울특별시 송파구 방이동 106-19번지 
4673,코리아휘트니스,1993-05-19,,2004-01-15,3,폐업,서울특별시 송파구 가락로 64  (석촌동11),서울특별시 송파구 석촌동 252-3번지 11 
4674,해성헬스,1993-12-16,,2002-05-01,3,폐업,,서울특별시 송파구 방이동 150-4번지 
4675,휘트니스아카데미,1994-02-26,,2000-07-21,3,폐업,서울특별시 송파구 백제고분로9길 27  (잠실동),서울특별시 송파구 잠실동 190-6번지 
4676,코리아헬스,1994-04-12,,1997-10-01,3,폐업,서울특별시 송파구 송이로 200  (문정동),서울특별시 송파구 문정동 9-8번지 
4677,비엔비 헬스,2005-05-11,,2020-05-21,3,폐업,서울특별시 송파구 마천로 238 (마천동),서울특별시 송파구 마천동 32번지 
4678,벨라인 휘트니스,2014-01-23,,2019-03-21,3,폐업,서울특별시 송파구 석촌호수로 92 (잠실동 제우빌딩),서울특별시 송파구 잠실동 209-6번지 3층 
4679,영파,1990-01-05,,1996-11-02,3,폐업,서울특별시 송파구 올림픽로 585  (풍납동),서울특별시 송파구 풍납동 496번지 
4680,오성,1990-01-05,,1998-05-25,3,폐업,서울특별시 송파구 올림픽로 625  (풍납동),서울특별시 송파구 풍납동 474-2번지 
4681,가락VIP골프연습장,2014-09-24,,2016-02-18,3,폐업,서울특별시 송파구 가락로30길 6 (송파동),서울특별시 송파구 송파동 150번지 
4682,다이나믹짐,2014-10-31,,2015-04-30,3,폐업,서울특별시 송파구 삼전로9길 21 201호 (잠실동),서울특별시 송파구 잠실동 238-18번지 201호
4683,커브스 풍납클럽,2011-03-30,,2021-04-27,3,폐업,서울특별시 송파구 토성로15길 3-3 (풍납동 선무빌딩),서울특별시 송파구 풍납동 405-2 선무빌딩 201호 
4684,몸,2014-03-21,,2017-09-21,3,폐업,서울특별시 송파구 올림픽로 145 3층 (잠실동 리센츠상가),서울특별시 송파구 잠실동 22-6번지 리센츠상가 3층 
4685,휘트니스 바디,2015-01-06,,2020-02-14,3,폐업,서울특별시 송파구 가락로 278 (방이동),서울특별시 송파구 방이동 160번지 
4686,Y&T 휘트니스센타,2015-09-10,,2021-01-22,3,폐업,서울특별시 송파구 동남로 286 (오금동 영재사관학원),서울특별시 송파구 오금동 150-4 
4687,카이로바른척추교정,2015-11-03,,2020-03-27,3,폐업,서울특별시 송파구 석촌호수로 135 3층 310호 (잠실동 레이크팰리스),서울특별시 송파구 잠실동 44-3번지 310호
4688,리키 크로스핏 짐,2013-05-22,,2018-11-01,3,폐업,서울특별시 송파구 동남로 217 (가락동),서울특별시 송파구 가락동 164-24번지 지하1층 
4689,와일드카드 PT  Studio,2013-10-17,,2015-12-30,3,폐업,서울특별시 송파구 송파대로 471 4층 (석촌동),서울특별시 송파구 석촌동 183-3번지 4층 
4690,극동헬스,2002-12-21,,2008-08-19,3,폐업,서울특별시 송파구 동남로18길 14  (가락동),서울특별시 송파구 가락동 194-2번지 
